ChEMBL ID,Receptor,Species,Purchasable,No. records,Assay type,Min.,Average,Max.,Unit,Mol. weight,Rot. Bonds,H don,H acc,LogP,Smiles,,,,,
107,141,112,None,6309,3,Human,9.3,pEC50,=,9.3,Functional,Agonistactivityat5HT2Areceptor(unknownorigin)bycellbasedcalciummobilizationassayAgonistactivityat5HT2Areceptor(unknownorigin)bycellbasedcalciummobilizationassay,ChEMBL,190,3,2,2,1.7,NCCc1c[nH]c2c1cc(OC)cc2,10.1016/j.bmcl.2014.07.062
1833,141,112,None,6309,3,Human,9.3,pEC50,=,9.3,Functional,Agonistactivityat5HT2Areceptor(unknownorigin)bycellbasedcalciummobilizationassayAgonistactivityat5HT2Areceptor(unknownorigin)bycellbasedcalciummobilizationassay,ChEMBL,190,3,2,2,1.7,NCCc1c[nH]c2c1cc(OC)cc2,10.1016/j.bmcl.2014.07.062
CHEMBL8165,141,112,None,6309,3,Human,9.3,pEC50,=,9.3,Functional,Agonistactivityat5HT2Areceptor(unknownorigin)bycellbasedcalciummobilizationassayAgonistactivityat5HT2Areceptor(unknownorigin)bycellbasedcalciummobilizationassay,ChEMBL,190,3,2,2,1.7,NCCc1c[nH]c2c1cc(OC)cc2,10.1016/j.bmcl.2014.07.062
5,139,62,None,-14,27,Human,9.3,pEC50,=,9.3,Functional,Agonistactivityathuman5-HT2AreceptorexpressedinFlp-InT-REx293cellsassessedasinductionofGq-mediatedcalciumfluxincubatedfor1hrbyFlou4-AMdyebasedFLIPRassayAgonistactivityathuman5-HT2AreceptorexpressedinFlp-InT-REx293cellsassessedasinductionofGq-mediatedcalciumfluxincubatedfor1hrbyFlou4-AMdyebasedFLIPRassay,ChEMBL,176,2,3,2,1.4,NCCc1c[nH]c2c1cc(O)cc2,10.1021/acs.jnatprod.9b01061
5202,139,62,None,-14,27,Human,9.3,pEC50,=,9.3,Functional,Agonistactivityathuman5-HT2AreceptorexpressedinFlp-InT-REx293cellsassessedasinductionofGq-mediatedcalciumfluxincubatedfor1hrbyFlou4-AMdyebasedFLIPRassayAgonistactivityathuman5-HT2AreceptorexpressedinFlp-InT-REx293cellsassessedasinductionofGq-mediatedcalciumfluxincubatedfor1hrbyFlou4-AMdyebasedFLIPRassay,ChEMBL,176,2,3,2,1.4,NCCc1c[nH]c2c1cc(O)cc2,10.1021/acs.jnatprod.9b01061
CHEMBL39,139,62,None,-14,27,Human,9.3,pEC50,=,9.3,Functional,Agonistactivityathuman5-HT2AreceptorexpressedinFlp-InT-REx293cellsassessedasinductionofGq-mediatedcalciumfluxincubatedfor1hrbyFlou4-AMdyebasedFLIPRassayAgonistactivityathuman5-HT2AreceptorexpressedinFlp-InT-REx293cellsassessedasinductionofGq-mediatedcalciumfluxincubatedfor1hrbyFlou4-AMdyebasedFLIPRassay,ChEMBL,176,2,3,2,1.4,NCCc1c[nH]c2c1cc(O)cc2,10.1021/acs.jnatprod.9b01061
DB08839,139,62,None,-14,27,Human,9.3,pEC50,=,9.3,Functional,Agonistactivityathuman5-HT2AreceptorexpressedinFlp-InT-REx293cellsassessedasinductionofGq-mediatedcalciumfluxincubatedfor1hrbyFlou4-AMdyebasedFLIPRassayAgonistactivityathuman5-HT2AreceptorexpressedinFlp-InT-REx293cellsassessedasinductionofGq-mediatedcalciumfluxincubatedfor1hrbyFlou4-AMdyebasedFLIPRassay,ChEMBL,176,2,3,2,1.4,NCCc1c[nH]c2c1cc(O)cc2,10.1021/acs.jnatprod.9b01061
5,139,62,None,-14,27,Human,9.3,pEC50,=,9.3,Functional,Agonistactivityathuman5-HT2AreceptorexpressedinFlp-InT-REx293cellsassessedasinductionofGq-mediatedcalciumfluxincubatedfor1hrbyFlou4-AMdyebasedFLIPRassayAgonistactivityathuman5-HT2AreceptorexpressedinFlp-InT-REx293cellsassessedasinductionofGq-mediatedcalciumfluxincubatedfor1hrbyFlou4-AMdyebasedFLIPRassay,ChEMBL,176,2,3,2,1.4,NCCc1c[nH]c2c1cc(O)cc2,10.1021/acs.jnatprod.9b01061
5202,139,62,None,-14,27,Human,9.3,pEC50,=,9.3,Functional,Agonistactivityathuman5-HT2AreceptorexpressedinFlp-InT-REx293cellsassessedasinductionofGq-mediatedcalciumfluxincubatedfor1hrbyFlou4-AMdyebasedFLIPRassayAgonistactivityathuman5-HT2AreceptorexpressedinFlp-InT-REx293cellsassessedasinductionofGq-mediatedcalciumfluxincubatedfor1hrbyFlou4-AMdyebasedFLIPRassay,ChEMBL,176,2,3,2,1.4,NCCc1c[nH]c2c1cc(O)cc2,10.1021/acs.jnatprod.9b01061
CHEMBL39,139,62,None,-14,27,Human,9.3,pEC50,=,9.3,Functional,Agonistactivityathuman5-HT2AreceptorexpressedinFlp-InT-REx293cellsassessedasinductionofGq-mediatedcalciumfluxincubatedfor1hrbyFlou4-AMdyebasedFLIPRassayAgonistactivityathuman5-HT2AreceptorexpressedinFlp-InT-REx293cellsassessedasinductionofGq-mediatedcalciumfluxincubatedfor1hrbyFlou4-AMdyebasedFLIPRassay,ChEMBL,176,2,3,2,1.4,NCCc1c[nH]c2c1cc(O)cc2,10.1021/acs.jnatprod.9b01061
DB08839,139,62,None,-14,27,Human,9.3,pEC50,=,9.3,Functional,Agonistactivityathuman5-HT2AreceptorexpressedinFlp-InT-REx293cellsassessedasinductionofGq-mediatedcalciumfluxincubatedfor1hrbyFlou4-AMdyebasedFLIPRassayAgonistactivityathuman5-HT2AreceptorexpressedinFlp-InT-REx293cellsassessedasinductionofGq-mediatedcalciumfluxincubatedfor1hrbyFlou4-AMdyebasedFLIPRassay,ChEMBL,176,2,3,2,1.4,NCCc1c[nH]c2c1cc(O)cc2,10.1021/acs.jnatprod.9b01061
11247569,195093,0,None,-,1,Human,9.2,pEC50,=,9.2,Functional,Activityathuman5HT2AreceptorexpressedinHEK293cellsassessedas[3H]inositolphosphateproductionbyscintillationcountingActivityathuman5HT2AreceptorexpressedinHEK293cellsassessedas[3H]inositolphosphateproductionbyscintillationcounting,ChEMBL,434,4,2,4,5.2,COc1ccc(NC(=O)Nc2ccc(Cl)cc2)cc1-c1c(Br)cnn1C,10.1021/jm9007328
CHEMBL591223,195093,0,None,-,1,Human,9.2,pEC50,=,9.2,Functional,Activityathuman5HT2AreceptorexpressedinHEK293cellsassessedas[3H]inositolphosphateproductionbyscintillationcountingActivityathuman5HT2AreceptorexpressedinHEK293cellsassessedas[3H]inositolphosphateproductionbyscintillationcounting,ChEMBL,434,4,2,4,5.2,COc1ccc(NC(=O)Nc2ccc(Cl)cc2)cc1-c1c(Br)cnn1C,10.1021/jm9007328
1524,2127,84,None,-1,11,Human,9.0,pEC50,=,9.0,Functional,Antagonistactivityatserotonin-activatedhumanrecombinant5HT-2AreceptorexpressedinHEK293cellsassessedasdecreaseinintracellularcalciumlevelafter5minsmeasuredfor1minbyfluorescenceassayAntagonistactivityatserotonin-activatedhumanrecombinant5HT-2AreceptorexpressedinHEK293cellsassessedasdecreaseinintracellularcalciumlevelafter5minsmeasuredfor1minbyfluorescenceassay,ChEMBL,395,5,1,5,2.4,Fc1ccc(cc1)C(=O)C1CCN(CC1)CCn1c(=O)[nH]c2c(c1=O)cccc2,10.1016/j.ejmech.2013.02.020
197,2127,84,None,-1,11,Human,9.0,pEC50,=,9.0,Functional,Antagonistactivityatserotonin-activatedhumanrecombinant5HT-2AreceptorexpressedinHEK293cellsassessedasdecreaseinintracellularcalciumlevelafter5minsmeasuredfor1minbyfluorescenceassayAntagonistactivityatserotonin-activatedhumanrecombinant5HT-2AreceptorexpressedinHEK293cellsassessedasdecreaseinintracellularcalciumlevelafter5minsmeasuredfor1minbyfluorescenceassay,ChEMBL,395,5,1,5,2.4,Fc1ccc(cc1)C(=O)C1CCN(CC1)CCn1c(=O)[nH]c2c(c1=O)cccc2,10.1016/j.ejmech.2013.02.020
3822,2127,84,None,-1,11,Human,9.0,pEC50,=,9.0,Functional,Antagonistactivityatserotonin-activatedhumanrecombinant5HT-2AreceptorexpressedinHEK293cellsassessedasdecreaseinintracellularcalciumlevelafter5minsmeasuredfor1minbyfluorescenceassayAntagonistactivityatserotonin-activatedhumanrecombinant5HT-2AreceptorexpressedinHEK293cellsassessedasdecreaseinintracellularcalciumlevelafter5minsmeasuredfor1minbyfluorescenceassay,ChEMBL,395,5,1,5,2.4,Fc1ccc(cc1)C(=O)C1CCN(CC1)CCn1c(=O)[nH]c2c(c1=O)cccc2,10.1016/j.ejmech.2013.02.020
88,2127,84,None,-1,11,Human,9.0,pEC50,=,9.0,Functional,Antagonistactivityatserotonin-activatedhumanrecombinant5HT-2AreceptorexpressedinHEK293cellsassessedasdecreaseinintracellularcalciumlevelafter5minsmeasuredfor1minbyfluorescenceassayAntagonistactivityatserotonin-activatedhumanrecombinant5HT-2AreceptorexpressedinHEK293cellsassessedasdecreaseinintracellularcalciumlevelafter5minsmeasuredfor1minbyfluorescenceassay,ChEMBL,395,5,1,5,2.4,Fc1ccc(cc1)C(=O)C1CCN(CC1)CCn1c(=O)[nH]c2c(c1=O)cccc2,10.1016/j.ejmech.2013.02.020
CHEMBL51,2127,84,None,-1,11,Human,9.0,pEC50,=,9.0,Functional,Antagonistactivityatserotonin-activatedhumanrecombinant5HT-2AreceptorexpressedinHEK293cellsassessedasdecreaseinintracellularcalciumlevelafter5minsmeasuredfor1minbyfluorescenceassayAntagonistactivityatserotonin-activatedhumanrecombinant5HT-2AreceptorexpressedinHEK293cellsassessedasdecreaseinintracellularcalciumlevelafter5minsmeasuredfor1minbyfluorescenceassay,ChEMBL,395,5,1,5,2.4,Fc1ccc(cc1)C(=O)C1CCN(CC1)CCn1c(=O)[nH]c2c(c1=O)cccc2,10.1016/j.ejmech.2013.02.020
DB12465,2127,84,None,-1,11,Human,9.0,pEC50,=,9.0,Functional,Antagonistactivityatserotonin-activatedhumanrecombinant5HT-2AreceptorexpressedinHEK293cellsassessedasdecreaseinintracellularcalciumlevelafter5minsmeasuredfor1minbyfluorescenceassayAntagonistactivityatserotonin-activatedhumanrecombinant5HT-2AreceptorexpressedinHEK293cellsassessedasdecreaseinintracellularcalciumlevelafter5minsmeasuredfor1minbyfluorescenceassay,ChEMBL,395,5,1,5,2.4,Fc1ccc(cc1)C(=O)C1CCN(CC1)CCn1c(=O)[nH]c2c(c1=O)cccc2,10.1016/j.ejmech.2013.02.020
5,139,62,None,-14,27,Human,9.0,pEC50,=,9.0,Functional,Agonistactivityathuman5HT2AreceptorexpressedinCHO-K1cellsbycalcium4dyebasedFLIPRassayAgonistactivityathuman5HT2AreceptorexpressedinCHO-K1cellsbycalcium4dyebasedFLIPRassay,ChEMBL,176,2,3,2,1.4,NCCc1c[nH]c2c1cc(O)cc2,10.1016/j.ejmech.2020.112709
5202,139,62,None,-14,27,Human,9.0,pEC50,=,9.0,Functional,Agonistactivityathuman5HT2AreceptorexpressedinCHO-K1cellsbycalcium4dyebasedFLIPRassayAgonistactivityathuman5HT2AreceptorexpressedinCHO-K1cellsbycalcium4dyebasedFLIPRassay,ChEMBL,176,2,3,2,1.4,NCCc1c[nH]c2c1cc(O)cc2,10.1016/j.ejmech.2020.112709
CHEMBL39,139,62,None,-14,27,Human,9.0,pEC50,=,9.0,Functional,Agonistactivityathuman5HT2AreceptorexpressedinCHO-K1cellsbycalcium4dyebasedFLIPRassayAgonistactivityathuman5HT2AreceptorexpressedinCHO-K1cellsbycalcium4dyebasedFLIPRassay,ChEMBL,176,2,3,2,1.4,NCCc1c[nH]c2c1cc(O)cc2,10.1016/j.ejmech.2020.112709
DB08839,139,62,None,-14,27,Human,9.0,pEC50,=,9.0,Functional,Agonistactivityathuman5HT2AreceptorexpressedinCHO-K1cellsbycalcium4dyebasedFLIPRassayAgonistactivityathuman5HT2AreceptorexpressedinCHO-K1cellsbycalcium4dyebasedFLIPRassay,ChEMBL,176,2,3,2,1.4,NCCc1c[nH]c2c1cc(O)cc2,10.1016/j.ejmech.2020.112709
439280,119400,100,None,-9,7,Human,8.9,pEC50,=,8.9,Functional,Agonistactivityatrecombinanthuman5HT2AreceptorexpressedinFlp-In-293cellsassessedascalciumfluxbyFLIPRassayAgonistactivityatrecombinanthuman5HT2AreceptorexpressedinFlp-In-293cellsassessedascalciumfluxbyFLIPRassay,ChEMBL,220,3,4,3,0.8,N[C@@H](Cc1c[nH]c2ccc(O)cc12)C(=O)O,10.1021/acs.jmedchem.5b01153
6971044,119400,100,None,-9,7,Human,8.9,pEC50,=,8.9,Functional,Agonistactivityatrecombinanthuman5HT2AreceptorexpressedinFlp-In-293cellsassessedascalciumfluxbyFLIPRassayAgonistactivityatrecombinanthuman5HT2AreceptorexpressedinFlp-In-293cellsassessedascalciumfluxbyFLIPRassay,ChEMBL,220,3,4,3,0.8,N[C@@H](Cc1c[nH]c2ccc(O)cc12)C(=O)O,10.1021/acs.jmedchem.5b01153
CHEMBL350221,119400,100,None,-9,7,Human,8.9,pEC50,=,8.9,Functional,Agonistactivityatrecombinanthuman5HT2AreceptorexpressedinFlp-In-293cellsassessedascalciumfluxbyFLIPRassayAgonistactivityatrecombinanthuman5HT2AreceptorexpressedinFlp-In-293cellsassessedascalciumfluxbyFLIPRassay,ChEMBL,220,3,4,3,0.8,N[C@@H](Cc1c[nH]c2ccc(O)cc12)C(=O)O,10.1021/acs.jmedchem.5b01153
5,139,62,None,-14,27,Human,8.8,pEC50,=,8.8,Functional,Agonistactivityathuman5-HT2AreceptorexpressedinHEK293cellsassessedasincreaseincalciummobilizationbyFLIPRassayAgonistactivityathuman5-HT2AreceptorexpressedinHEK293cellsassessedasincreaseincalciummobilizationbyFLIPRassay,ChEMBL,176,2,3,2,1.4,NCCc1c[nH]c2c1cc(O)cc2,10.1016/j.bmcl.2013.03.066
5202,139,62,None,-14,27,Human,8.8,pEC50,=,8.8,Functional,Agonistactivityathuman5-HT2AreceptorexpressedinHEK293cellsassessedasincreaseincalciummobilizationbyFLIPRassayAgonistactivityathuman5-HT2AreceptorexpressedinHEK293cellsassessedasincreaseincalciummobilizationbyFLIPRassay,ChEMBL,176,2,3,2,1.4,NCCc1c[nH]c2c1cc(O)cc2,10.1016/j.bmcl.2013.03.066
CHEMBL39,139,62,None,-14,27,Human,8.8,pEC50,=,8.8,Functional,Agonistactivityathuman5-HT2AreceptorexpressedinHEK293cellsassessedasincreaseincalciummobilizationbyFLIPRassayAgonistactivityathuman5-HT2AreceptorexpressedinHEK293cellsassessedasincreaseincalciummobilizationbyFLIPRassay,ChEMBL,176,2,3,2,1.4,NCCc1c[nH]c2c1cc(O)cc2,10.1016/j.bmcl.2013.03.066
DB08839,139,62,None,-14,27,Human,8.8,pEC50,=,8.8,Functional,Agonistactivityathuman5-HT2AreceptorexpressedinHEK293cellsassessedasincreaseincalciummobilizationbyFLIPRassayAgonistactivityathuman5-HT2AreceptorexpressedinHEK293cellsassessedasincreaseincalciummobilizationbyFLIPRassay,ChEMBL,176,2,3,2,1.4,NCCc1c[nH]c2c1cc(O)cc2,10.1016/j.bmcl.2013.03.066
5,139,62,None,-14,27,Human,8.8,pEC50,=,8.8,Functional,Agonistactivityathuman5-HT2AreceptorexpressedinHEK293cellsassessedasincreaseincalciummobilizationbyFLIPRassayAgonistactivityathuman5-HT2AreceptorexpressedinHEK293cellsassessedasincreaseincalciummobilizationbyFLIPRassay,ChEMBL,176,2,3,2,1.4,NCCc1c[nH]c2c1cc(O)cc2,10.1016/j.bmcl.2013.03.066
