ChEMBL ID,Receptor,Species,Purchasable,No. records,Assay type,Min.,Average,Max.,Unit,Mol. weight,Rot. Bonds,H don,H acc,LogP,Smiles,,,,,
11583188,138625,0,None,-,1,Human,9.3,pEC50,=,9.3,Functional,ActivityathumanD4.2receptorassessedas[3H]thymidineincorporationinCHO10001cellsbymitogenesisassayActivityathumanD4.2receptorassessedas[3H]thymidineincorporationinCHO10001cellsbymitogenesisassay,ChEMBL,448,4,0,5,3.3,COc1ccccc1N1CCN(Cc2cn3cc(I)ccc3n2)CC1,10.1021/jm060166w
CHEMBL379125,138625,0,None,-,1,Human,9.3,pEC50,=,9.3,Functional,ActivityathumanD4.2receptorassessedas[3H]thymidineincorporationinCHO10001cellsbymitogenesisassayActivityathumanD4.2receptorassessedas[3H]thymidineincorporationinCHO10001cellsbymitogenesisassay,ChEMBL,448,4,0,5,3.3,COc1ccccc1N1CCN(Cc2cn3cc(I)ccc3n2)CC1,10.1021/jm060166w
CHEMBL364516,124546,0,None,1,2,Human,9.3,pEC50,=,9.3,Functional,Effectiveconcentrationfrom[3H]thymidineuptakeassayinCHO10001cellsexpressinghumanDopaminereceptorD4.2Effectiveconcentrationfrom[3H]thymidineuptakeassayinCHO10001cellsexpressinghumanDopaminereceptorD4.2,ChEMBL,,None,None,None,,None,10.1021/jm050170s
17449900,138885,10,None,-2,3,Human,9.2,pEC50,=,9.2,Functional,IntrinsicactivityagainstdopamineD4receptorassessedas[3H]thymidineuptakeinCHOcellsbymitogenesisassayIntrinsicactivityagainstdopamineD4receptorassessedas[3H]thymidineuptakeinCHOcellsbymitogenesisassay,ChEMBL,348,5,0,5,3.2,COc1ccccc1N1CCN(Cc2cnn(-c3ccccc3)c2)CC1,10.1016/j.bmcl.2006.02.075
CHEMBL379602,138885,10,None,-2,3,Human,9.2,pEC50,=,9.2,Functional,IntrinsicactivityagainstdopamineD4receptorassessedas[3H]thymidineuptakeinCHOcellsbymitogenesisassayIntrinsicactivityagainstdopamineD4receptorassessedas[3H]thymidineuptakeinCHOcellsbymitogenesisassay,ChEMBL,348,5,0,5,3.2,COc1ccccc1N1CCN(Cc2cnn(-c3ccccc3)c2)CC1,10.1016/j.bmcl.2006.02.075
16094675,81663,1,None,-,1,Human,9.0,pEC50,=,9,Functional,AgonistactivityathumanD4.4receptorinHEK293cellscoexpressingG-alpha-qo5byFLIPRAgonistactivityathumanD4.4receptorinHEK293cellscoexpressingG-alpha-qo5byFLIPR,ChEMBL,315,4,1,4,3.3,Cc1cccc(NC(=O)CN2CCC(c3nccs3)CC2)c1,10.1021/jm060662k
CHEMBL216922,81663,1,None,-,1,Human,9.0,pEC50,=,9,Functional,AgonistactivityathumanD4.4receptorinHEK293cellscoexpressingG-alpha-qo5byFLIPRAgonistactivityathumanD4.4receptorinHEK293cellscoexpressingG-alpha-qo5byFLIPR,ChEMBL,315,4,1,4,3.3,Cc1cccc(NC(=O)CN2CCC(c3nccs3)CC2)c1,10.1021/jm060662k
10359019,82828,3,None,-,1,Human,9.0,pEC50,=,9,Functional,AgonistactivityathumanD4.4receptorinHEK293cellscoexpressingG-alpha-qo5byFLIPRAgonistactivityathumanD4.4receptorinHEK293cellscoexpressingG-alpha-qo5byFLIPR,ChEMBL,326,4,1,2,4.0,Cc1cccc(NC(=O)CN2CCC(c3ccccc3F)CC2)c1,10.1021/jm060662k
CHEMBL219129,82828,3,None,-,1,Human,9.0,pEC50,=,9,Functional,AgonistactivityathumanD4.4receptorinHEK293cellscoexpressingG-alpha-qo5byFLIPRAgonistactivityathumanD4.4receptorinHEK293cellscoexpressingG-alpha-qo5byFLIPR,ChEMBL,326,4,1,2,4.0,Cc1cccc(NC(=O)CN2CCC(c3ccccc3F)CC2)c1,10.1021/jm060662k
10088259,101351,1,None,-,1,Human,8.9,pEC50,=,8.9,Functional,AgonistactivationofhumandopaminereceptorstimulatingmitogenesisinDopaminereceptorD4-transfectedCHOpro-5cellsusing[3H]thymidineasradioligandAgonistactivationofhumandopaminereceptorstimulatingmitogenesisinDopaminereceptorD4-transfectedCHOpro-5cellsusing[3H]thymidineasradioligand,ChEMBL,334,4,1,4,2.4,Cc1ccc(C(=O)NCN2CCN(c3ccccc3C#N)CC2)cc1,10.1021/jm970021c
