ChEMBL ID,Receptor,Species,Purchasable,No. records,Assay type,Min.,Average,Max.,Unit,Mol. weight,Rot. Bonds,H don,H acc,LogP,Smiles,,,,,
57383409,109297,0,None,-,1,Human,7,pAC50,=,7,Functional,AntagonistactivityatD2receptor(unknownorigin)expressedinFlp-InTREx293cellscoexpressingchimericGqi5proteinassessedascalciumaccumulationbyFluo-8AMdyebasedfluorescenceanalysisAntagonistactivityatD2receptor(unknownorigin)expressedinFlp-InTREx293cellscoexpressingchimericGqi5proteinassessedascalciumaccumulationbyFluo-8AMdyebasedfluorescenceanalysis,ChEMBL,434,5,1,4,3.8,CCN1C(=O)c2ccccc2[S+]([O-])c2ccc(C(=O)NCc3cccc(OC)c3)cc21,10.1021/jm500126s
CHEMBL3234238,109297,0,None,-,1,Human,7,pAC50,=,7,Functional,AntagonistactivityatD2receptor(unknownorigin)expressedinFlp-InTREx293cellscoexpressingchimericGqi5proteinassessedascalciumaccumulationbyFluo-8AMdyebasedfluorescenceanalysisAntagonistactivityatD2receptor(unknownorigin)expressedinFlp-InTREx293cellscoexpressingchimericGqi5proteinassessedascalciumaccumulationbyFluo-8AMdyebasedfluorescenceanalysis,ChEMBL,434,5,1,4,3.8,CCN1C(=O)c2ccccc2[S+]([O-])c2ccc(C(=O)NCc3cccc(OC)c3)cc21,10.1021/jm500126s
57383437,109323,0,None,-,1,Human,7,pAC50,=,7,Functional,AntagonistactivityatD2receptor(unknownorigin)expressedinFlp-InTREx293cellscoexpressingchimericGqi5proteinassessedascalciumaccumulationbyFluo-8AMdyebasedfluorescenceanalysisAntagonistactivityatD2receptor(unknownorigin)expressedinFlp-InTREx293cellscoexpressingchimericGqi5proteinassessedascalciumaccumulationbyFluo-8AMdyebasedfluorescenceanalysis,ChEMBL,420,4,1,4,3.4,COc1ccc(CNC(=O)c2ccc3c(c2)N(C)C(=O)c2ccccc2[S+]3[O-])cc1,10.1021/jm500126s
CHEMBL3234511,109323,0,None,-,1,Human,7,pAC50,=,7,Functional,AntagonistactivityatD2receptor(unknownorigin)expressedinFlp-InTREx293cellscoexpressingchimericGqi5proteinassessedascalciumaccumulationbyFluo-8AMdyebasedfluorescenceanalysisAntagonistactivityatD2receptor(unknownorigin)expressedinFlp-InTREx293cellscoexpressingchimericGqi5proteinassessedascalciumaccumulationbyFluo-8AMdyebasedfluorescenceanalysis,ChEMBL,420,4,1,4,3.4,COc1ccc(CNC(=O)c2ccc3c(c2)N(C)C(=O)c2ccccc2[S+]3[O-])cc1,10.1021/jm500126s
57383415,109336,0,None,-,1,Human,7,pAC50,=,7,Functional,AntagonistactivityatD2receptor(unknownorigin)expressedinFlp-InTREx293cellscoexpressingchimericGqi5proteinassessedascalciumaccumulationbyFluo-8AMdyebasedfluorescenceanalysisAntagonistactivityatD2receptor(unknownorigin)expressedinFlp-InTREx293cellscoexpressingchimericGqi5proteinassessedascalciumaccumulationbyFluo-8AMdyebasedfluorescenceanalysis,ChEMBL,411,4,1,4,2.7,CN1C(=O)c2ccccc2[S+]([O-])c2ccc(C(=O)NCCN3CCCCC3)cc21,10.1021/jm500126s
CHEMBL3234524,109336,0,None,-,1,Human,7,pAC50,=,7,Functional,AntagonistactivityatD2receptor(unknownorigin)expressedinFlp-InTREx293cellscoexpressingchimericGqi5proteinassessedascalciumaccumulationbyFluo-8AMdyebasedfluorescenceanalysisAntagonistactivityatD2receptor(unknownorigin)expressedinFlp-InTREx293cellscoexpressingchimericGqi5proteinassessedascalciumaccumulationbyFluo-8AMdyebasedfluorescenceanalysis,ChEMBL,411,4,1,4,2.7,CN1C(=O)c2ccccc2[S+]([O-])c2ccc(C(=O)NCCN3CCCCC3)cc21,10.1021/jm500126s
57383414,109344,0,None,9,2,Human,7,pAC50,=,7,Functional,AntagonistactivityatD2receptor(unknownorigin)expressedinFlp-InTREx293cellscoexpressingchimericGqi5proteinassessedascalciumaccumulationbyFluo-8AMdyebasedfluorescenceanalysisAntagonistactivityatD2receptor(unknownorigin)expressedinFlp-InTREx293cellscoexpressingchimericGqi5proteinassessedascalciumaccumulationbyFluo-8AMdyebasedfluorescenceanalysis,ChEMBL,429,4,1,4,3.6,CCN1C(=O)c2ccccc2[S@+]([O-])c2ccc(C(=O)NCc3ccc(C#N)cc3)cc21,10.1021/jm500126s
CHEMBL3234537,109344,0,None,9,2,Human,7,pAC50,=,7,Functional,AntagonistactivityatD2receptor(unknownorigin)expressedinFlp-InTREx293cellscoexpressingchimericGqi5proteinassessedascalciumaccumulationbyFluo-8AMdyebasedfluorescenceanalysisAntagonistactivityatD2receptor(unknownorigin)expressedinFlp-InTREx293cellscoexpressingchimericGqi5proteinassessedascalciumaccumulationbyFluo-8AMdyebasedfluorescenceanalysis,ChEMBL,429,4,1,4,3.6,CCN1C(=O)c2ccccc2[S@+]([O-])c2ccc(C(=O)NCc3ccc(C#N)cc3)cc21,10.1021/jm500126s
57383402,109332,0,None,-,1,Human,5,pAC50,=,5,Functional,AntagonistactivityatD2receptor(unknownorigin)expressedinFlp-InTREx293cellscoexpressingchimericGqi5proteinassessedascalciumaccumulationbyFluo-8AMdyebasedfluorescenceanalysisAntagonistactivityatD2receptor(unknownorigin)expressedinFlp-InTREx293cellscoexpressingchimericGqi5proteinassessedascalciumaccumulationbyFluo-8AMdyebasedfluorescenceanalysis,ChEMBL,391,3,1,4,2.8,CN1C(=O)c2ccccc2[S+]([O-])c2ccc(C(=O)NCc3ccccn3)cc21,10.1021/jm500126s
CHEMBL3234520,109332,0,None,-,1,Human,5,pAC50,=,5,Functional,AntagonistactivityatD2receptor(unknownorigin)expressedinFlp-InTREx293cellscoexpressingchimericGqi5proteinassessedascalciumaccumulationbyFluo-8AMdyebasedfluorescenceanalysisAntagonistactivityatD2receptor(unknownorigin)expressedinFlp-InTREx293cellscoexpressingchimericGqi5proteinassessedascalciumaccumulationbyFluo-8AMdyebasedfluorescenceanalysis,ChEMBL,391,3,1,4,2.8,CN1C(=O)c2ccccc2[S+]([O-])c2ccc(C(=O)NCc3ccccn3)cc21,10.1021/jm500126s
