ChEMBL ID,Receptor,Species,Purchasable,No. records,Assay type,Min.,Average,Max.,Unit,Mol. weight,Rot. Bonds,H don,H acc,LogP,Smiles,,,,,
10934575,200134,0,None,3,5,Human,10.0,pEC50,=,10.0,Functional,AgonistpotencyatAlpha-1adrenergicreceptorassayedinrat-1fibroblastsexpressinghumanAlpha-1adrenergicreceptorAgonistpotencyatAlpha-1adrenergicreceptorassayedinrat-1fibroblastsexpressinghumanAlpha-1adrenergicreceptor,ChEMBL,235,4,2,4,2.1,CSc1ccc(C)cc1NCC1=NCCN1,10.1021/jm000542r
CHEMBL72441,200134,0,None,3,5,Human,10.0,pEC50,=,10.0,Functional,AgonistpotencyatAlpha-1adrenergicreceptorassayedinrat-1fibroblastsexpressinghumanAlpha-1adrenergicreceptorAgonistpotencyatAlpha-1adrenergicreceptorassayedinrat-1fibroblastsexpressinghumanAlpha-1adrenergicreceptor,ChEMBL,235,4,2,4,2.1,CSc1ccc(C)cc1NCC1=NCCN1,10.1021/jm000542r
44362146,164236,1,None,50,3,Human,9.6,pEC50,=,9.6,Functional,"Activationofrecombinanthumanadrenergic,alpha-1Areceptorexpressedinrat-1fibroblastsdeterminedviacalciummobilizationthroughGqcoupledPLCpathwayActivationofrecombinanthumanadrenergic,alpha-1Areceptorexpressedinrat-1fibroblastsdeterminedviacalciummobilizationthroughGqcoupledPLCpathway",ChEMBL,258,4,1,4,2.8,c1ccc(-c2ccsc2)c(OCC2=NCCN2)c1,10.1016/s0960-894x(01)00764-8
CHEMBL422477,164236,1,None,50,3,Human,9.6,pEC50,=,9.6,Functional,"Activationofrecombinanthumanadrenergic,alpha-1Areceptorexpressedinrat-1fibroblastsdeterminedviacalciummobilizationthroughGqcoupledPLCpathwayActivationofrecombinanthumanadrenergic,alpha-1Areceptorexpressedinrat-1fibroblastsdeterminedviacalciummobilizationthroughGqcoupledPLCpathway",ChEMBL,258,4,1,4,2.8,c1ccc(-c2ccsc2)c(OCC2=NCCN2)c1,10.1016/s0960-894x(01)00764-8
44574074,188710,0,None,977,2,Human,9.4,pEC50,=,9.4,Functional,Agonistactivityathumanadrenergicalpha1AreceptorexpressedinCHOcellsassessedascalciummobilizationbyFLIPRAgonistactivityathumanadrenergicalpha1AreceptorexpressedinCHOcellsassessedascalciummobilizationbyFLIPR,ChEMBL,262,2,0,4,2.7,c1ccc([C@@H]2Cc3nccn3C2)c(-c2cncnc2)c1,10.1016/j.bmcl.2009.03.166
CHEMBL513691,188710,0,None,977,2,Human,9.4,pEC50,=,9.4,Functional,Agonistactivityathumanadrenergicalpha1AreceptorexpressedinCHOcellsassessedascalciummobilizationbyFLIPRAgonistactivityathumanadrenergicalpha1AreceptorexpressedinCHOcellsassessedascalciummobilizationbyFLIPR,ChEMBL,262,2,0,4,2.7,c1ccc([C@@H]2Cc3nccn3C2)c(-c2cncnc2)c1,10.1016/j.bmcl.2009.03.166
11109088,199833,0,None,1,5,Human,9.4,pEC50,=,9.4,Functional,AgonistpotencyatAlpha-1adrenergicreceptorassayedinrat-1fibroblastsexpressinghumanAlpha-1adrenergicreceptorAgonistpotencyatAlpha-1adrenergicreceptorassayedinrat-1fibroblastsexpressinghumanAlpha-1adrenergicreceptor,ChEMBL,255,4,2,4,2.5,CSc1ccc(Cl)cc1NCC1=NCCN1,10.1021/jm000542r
CHEMBL70751,199833,0,None,1,5,Human,9.4,pEC50,=,9.4,Functional,AgonistpotencyatAlpha-1adrenergicreceptorassayedinrat-1fibroblastsexpressinghumanAlpha-1adrenergicreceptorAgonistpotencyatAlpha-1adrenergicreceptorassayedinrat-1fibroblastsexpressinghumanAlpha-1adrenergicreceptor,ChEMBL,255,4,2,4,2.5,CSc1ccc(Cl)cc1NCC1=NCCN1,10.1021/jm000542r
22493318,44462,0,None,13,3,Human,9.3,pEC50,=,9.3,Functional,Invitroactivationofhumanalpha-1Areceptorexpressedinrat-1fibroblastsviacalciummobilizationthroughtheGqcoupledPLCpathwayasfunctionalassayInvitroactivationofhumanalpha-1Areceptorexpressedinrat-1fibroblastsviacalciummobilizationthroughtheGqcoupledPLCpathwayasfunctionalassay,ChEMBL,241,4,2,4,2.4,c1coc(-c2ccccc2NCC2=NCCN2)c1,10.1016/s0960-894x(01)00822-8
CHEMBL152155,44462,0,None,13,3,Human,9.3,pEC50,=,9.3,Functional,Invitroactivationofhumanalpha-1Areceptorexpressedinrat-1fibroblastsviacalciummobilizationthroughtheGqcoupledPLCpathwayasfunctionalassayInvitroactivationofhumanalpha-1Areceptorexpressedinrat-1fibroblastsviacalciummobilizationthroughtheGqcoupledPLCpathwayasfunctionalassay,ChEMBL,241,4,2,4,2.4,c1coc(-c2ccccc2NCC2=NCCN2)c1,10.1016/s0960-894x(01)00822-8
