ChEMBL ID,Receptor,Species,Purchasable,No. records,Assay type,Min.,Average,Max.,Unit,Mol. weight,Rot. Bonds,H don,H acc,LogP,Smiles,,,,,
155524115,175821,0,None,1,3,Human,9.9,pEC50,=,9.9,Functional,AgonistactivityathumanH4RexpressedinHEK293-SF-hH4R-His6-CRE-Luccellsincubatedfor5hrsbyluciferasereportergeneassayAgonistactivityathumanH4RexpressedinHEK293-SF-hH4R-His6-CRE-Luccellsincubatedfor5hrsbyluciferasereportergeneassay,ChEMBL,286,3,2,5,2.2,CC(C)(C)CNc1nccc(N2CCc3nc[nH]c3C2)n1,10.1021/acs.jmedchem.9b01342
CHEMBL4454158,175821,0,None,1,3,Human,9.9,pEC50,=,9.9,Functional,AgonistactivityathumanH4RexpressedinHEK293-SF-hH4R-His6-CRE-Luccellsincubatedfor5hrsbyluciferasereportergeneassayAgonistactivityathumanH4RexpressedinHEK293-SF-hH4R-His6-CRE-Luccellsincubatedfor5hrsbyluciferasereportergeneassay,ChEMBL,286,3,2,5,2.2,CC(C)(C)CNc1nccc(N2CCc3nc[nH]c3C2)n1,10.1021/acs.jmedchem.9b01342
CHEMBL4597218,175821,0,None,1,3,Human,9.9,pEC50,=,9.9,Functional,AgonistactivityathumanH4RexpressedinHEK293-SF-hH4R-His6-CRE-Luccellsincubatedfor5hrsbyluciferasereportergeneassayAgonistactivityathumanH4RexpressedinHEK293-SF-hH4R-His6-CRE-Luccellsincubatedfor5hrsbyluciferasereportergeneassay,ChEMBL,286,3,2,5,2.2,CC(C)(C)CNc1nccc(N2CCc3nc[nH]c3C2)n1,10.1021/acs.jmedchem.9b01342
46235428,6499,0,None,263,3,Human,9.3,pEC50,=,9.3,Functional,AgonistactivityathumanhistamineH4receptorinSK-N-MCcellsassessedasforskolin-stimulatedcAMPreleasepreincubatedfor10minsbeforeforskolinchallengeAgonistactivityathumanhistamineH4receptorinSK-N-MCcellsassessedasforskolin-stimulatedcAMPreleasepreincubatedfor10minsbeforeforskolinchallenge,ChEMBL,407,9,3,4,4.3,Cc1cc(OCCCNCCc2c[nH]cn2)ccc1-c1nc2c(C)c(F)ccc2[nH]1,10.1016/j.bmcl.2010.04.017
CHEMBL1083162,6499,0,None,263,3,Human,9.3,pEC50,=,9.3,Functional,AgonistactivityathumanhistamineH4receptorinSK-N-MCcellsassessedasforskolin-stimulatedcAMPreleasepreincubatedfor10minsbeforeforskolinchallengeAgonistactivityathumanhistamineH4receptorinSK-N-MCcellsassessedasforskolin-stimulatedcAMPreleasepreincubatedfor10minsbeforeforskolinchallenge,ChEMBL,407,9,3,4,4.3,Cc1cc(OCCCNCCc2c[nH]cn2)ccc1-c1nc2c(C)c(F)ccc2[nH]1,10.1016/j.bmcl.2010.04.017
58227401,175725,0,None,2,3,Human,9.2,pEC50,=,9.2,Functional,AgonistactivityathumanH4RexpressedinHEK293-SF-hH4R-His6-CRE-Luccellsincubatedfor5hrsbyluciferasereportergeneassayAgonistactivityathumanH4RexpressedinHEK293-SF-hH4R-His6-CRE-Luccellsincubatedfor5hrsbyluciferasereportergeneassay,ChEMBL,263,4,2,5,1.7,CN[C@@H]1CCN(c2ccnc(NCC(C)(C)C)n2)C1,10.1021/acs.jmedchem.9b01342
CHEMBL4443126,175725,0,None,2,3,Human,9.2,pEC50,=,9.2,Functional,AgonistactivityathumanH4RexpressedinHEK293-SF-hH4R-His6-CRE-Luccellsincubatedfor5hrsbyluciferasereportergeneassayAgonistactivityathumanH4RexpressedinHEK293-SF-hH4R-His6-CRE-Luccellsincubatedfor5hrsbyluciferasereportergeneassay,ChEMBL,263,4,2,5,1.7,CN[C@@H]1CCN(c2ccnc(NCC(C)(C)C)n2)C1,10.1021/acs.jmedchem.9b01342
CHEMBL4596409,175725,0,None,2,3,Human,9.2,pEC50,=,9.2,Functional,AgonistactivityathumanH4RexpressedinHEK293-SF-hH4R-His6-CRE-Luccellsincubatedfor5hrsbyluciferasereportergeneassayAgonistactivityathumanH4RexpressedinHEK293-SF-hH4R-His6-CRE-Luccellsincubatedfor5hrsbyluciferasereportergeneassay,ChEMBL,263,4,2,5,1.7,CN[C@@H]1CCN(c2ccnc(NCC(C)(C)C)n2)C1,10.1021/acs.jmedchem.9b01342
51354300,58520,0,None,-,1,Human,9,pEC50,=,9,Functional,AgonistactivityathumanhistamineH4receptorexpressedinHEK293cellsassessedbyforskolininducedcAMPresponseelementactivationbyluciferasereportergeneassayAgonistactivityathumanhistamineH4receptorexpressedinHEK293cellsassessedbyforskolininducedcAMPresponseelementactivationbyluciferasereportergeneassay,ChEMBL,273,6,1,4,2.8,c1nc(CCCn2cc(CC3CCCCC3)nn2)c[nH]1,10.1021/jm1013488
CHEMBL1688946,58520,0,None,-,1,Human,9,pEC50,=,9,Functional,AgonistactivityathumanhistamineH4receptorexpressedinHEK293cellsassessedbyforskolininducedcAMPresponseelementactivationbyluciferasereportergeneassayAgonistactivityathumanhistamineH4receptorexpressedinHEK293cellsassessedbyforskolininducedcAMPresponseelementactivationbyluciferasereportergeneassay,ChEMBL,273,6,1,4,2.8,c1nc(CCCn2cc(CC3CCCCC3)nn2)c[nH]1,10.1021/jm1013488
45257132,3596,0,None,-,1,Human,9,pEC50,=,9,Functional,AgonistactivityathumanhistamineH4receptorexpressedinSf9cellsco-expressingGalphai2andGbeta1gamma2assessedasstimulationof[35S]GTPgammaSbindingAgonistactivityathumanhistamineH4receptorexpressedinSf9cellsco-expressingGalphai2andGbeta1gamma2assessedasstimulationof[35S]GTPgammaSbinding,ChEMBL,366,4,2,6,2.7,CN1CCN(CC1)c1cc(NCc2c(Cl)cccc2Cl)nc(n1)N,10.1016/j.bmc.2009.08.059
8983,3596,0,None,-,1,Human,9,pEC50,=,9,Functional,AgonistactivityathumanhistamineH4receptorexpressedinSf9cellsco-expressingGalphai2andGbeta1gamma2assessedasstimulationof[35S]GTPgammaSbindingAgonistactivityathumanhistamineH4receptorexpressedinSf9cellsco-expressingGalphai2andGbeta1gamma2assessedasstimulationof[35S]GTPgammaSbinding,ChEMBL,366,4,2,6,2.7,CN1CCN(CC1)c1cc(NCc2c(Cl)cccc2Cl)nc(n1)N,10.1016/j.bmc.2009.08.059
CHEMBL595180,3596,0,None,-,1,Human,9,pEC50,=,9,Functional,AgonistactivityathumanhistamineH4receptorexpressedinSf9cellsco-expressingGalphai2andGbeta1gamma2assessedasstimulationof[35S]GTPgammaSbindingAgonistactivityathumanhistamineH4receptorexpressedinSf9cellsco-expressingGalphai2andGbeta1gamma2assessedasstimulationof[35S]GTPgammaSbinding,ChEMBL,366,4,2,6,2.7,CN1CCN(CC1)c1cc(NCc2c(Cl)cccc2Cl)nc(n1)N,10.1016/j.bmc.2009.08.059
45257132,3596,0,None,-,1,Human,8.9,pEC50,=,8.9,Functional,AgonistactivityathumanhistamineH4receptorexpressedinSf9cellsco-expressingGalphai2andGbeta1gamma2assessedasstimulationofGTPaseby[gamma-32P]GTPspontaneousdegradationassayAgonistactivityathumanhistamineH4receptorexpressedinSf9cellsco-expressingGalphai2andGbeta1gamma2assessedasstimulationofGTPaseby[gamma-32P]GTPspontaneousdegradationassay,ChEMBL,366,4,2,6,2.7,CN1CCN(CC1)c1cc(NCc2c(Cl)cccc2Cl)nc(n1)N,10.1016/j.bmc.2009.08.059
