ChEMBL ID,Receptor,Species,Purchasable,No. records,Assay type,Min.,Average,Max.,Unit,Mol. weight,Rot. Bonds,H don,H acc,LogP,Smiles,,,,,
1499,2038,40,None,-64,36,Human,10.1,pEC50,=,10.1,Functional,Agonistactivityathumanbeta-1adrenergicreceptorexpressedinCHOcellsassessedascAMPaccumulationbyEIAAgonistactivityathumanbeta-1adrenergicreceptorexpressedinCHOcellsassessedascAMPaccumulationbyEIA,ChEMBL,211,4,4,4,1.1,CC(NCC(c1ccc(c(c1)O)O)O)C,10.1021/jm701324c
3779,2038,40,None,-64,36,Human,10.1,pEC50,=,10.1,Functional,Agonistactivityathumanbeta-1adrenergicreceptorexpressedinCHOcellsassessedascAMPaccumulationbyEIAAgonistactivityathumanbeta-1adrenergicreceptorexpressedinCHOcellsassessedascAMPaccumulationbyEIA,ChEMBL,211,4,4,4,1.1,CC(NCC(c1ccc(c(c1)O)O)O)C,10.1021/jm701324c
536,2038,40,None,-64,36,Human,10.1,pEC50,=,10.1,Functional,Agonistactivityathumanbeta-1adrenergicreceptorexpressedinCHOcellsassessedascAMPaccumulationbyEIAAgonistactivityathumanbeta-1adrenergicreceptorexpressedinCHOcellsassessedascAMPaccumulationbyEIA,ChEMBL,211,4,4,4,1.1,CC(NCC(c1ccc(c(c1)O)O)O)C,10.1021/jm701324c
CHEMBL434,2038,40,None,-64,36,Human,10.1,pEC50,=,10.1,Functional,Agonistactivityathumanbeta-1adrenergicreceptorexpressedinCHOcellsassessedascAMPaccumulationbyEIAAgonistactivityathumanbeta-1adrenergicreceptorexpressedinCHOcellsassessedascAMPaccumulationbyEIA,ChEMBL,211,4,4,4,1.1,CC(NCC(c1ccc(c(c1)O)O)O)C,10.1021/jm701324c
DB01064,2038,40,None,-64,36,Human,10.1,pEC50,=,10.1,Functional,Agonistactivityathumanbeta-1adrenergicreceptorexpressedinCHOcellsassessedascAMPaccumulationbyEIAAgonistactivityathumanbeta-1adrenergicreceptorexpressedinCHOcellsassessedascAMPaccumulationbyEIA,ChEMBL,211,4,4,4,1.1,CC(NCC(c1ccc(c(c1)O)O)O)C,10.1021/jm701324c
1499,2038,40,None,-64,36,Human,10.1,pEC50,=,10.1,Functional,Agonistactivityathumanclonedadrenergicbeta-1receptorexpressedinCHOcellsassessedascAMPaccumulationAgonistactivityathumanclonedadrenergicbeta-1receptorexpressedinCHOcellsassessedascAMPaccumulation,ChEMBL,211,4,4,4,1.1,CC(NCC(c1ccc(c(c1)O)O)O)C,10.1016/j.bmcl.2008.08.009
3779,2038,40,None,-64,36,Human,10.1,pEC50,=,10.1,Functional,Agonistactivityathumanclonedadrenergicbeta-1receptorexpressedinCHOcellsassessedascAMPaccumulationAgonistactivityathumanclonedadrenergicbeta-1receptorexpressedinCHOcellsassessedascAMPaccumulation,ChEMBL,211,4,4,4,1.1,CC(NCC(c1ccc(c(c1)O)O)O)C,10.1016/j.bmcl.2008.08.009
536,2038,40,None,-64,36,Human,10.1,pEC50,=,10.1,Functional,Agonistactivityathumanclonedadrenergicbeta-1receptorexpressedinCHOcellsassessedascAMPaccumulationAgonistactivityathumanclonedadrenergicbeta-1receptorexpressedinCHOcellsassessedascAMPaccumulation,ChEMBL,211,4,4,4,1.1,CC(NCC(c1ccc(c(c1)O)O)O)C,10.1016/j.bmcl.2008.08.009
CHEMBL434,2038,40,None,-64,36,Human,10.1,pEC50,=,10.1,Functional,Agonistactivityathumanclonedadrenergicbeta-1receptorexpressedinCHOcellsassessedascAMPaccumulationAgonistactivityathumanclonedadrenergicbeta-1receptorexpressedinCHOcellsassessedascAMPaccumulation,ChEMBL,211,4,4,4,1.1,CC(NCC(c1ccc(c(c1)O)O)O)C,10.1016/j.bmcl.2008.08.009
DB01064,2038,40,None,-64,36,Human,10.1,pEC50,=,10.1,Functional,Agonistactivityathumanclonedadrenergicbeta-1receptorexpressedinCHOcellsassessedascAMPaccumulationAgonistactivityathumanclonedadrenergicbeta-1receptorexpressedinCHOcellsassessedascAMPaccumulation,ChEMBL,211,4,4,4,1.1,CC(NCC(c1ccc(c(c1)O)O)O)C,10.1016/j.bmcl.2008.08.009
