ChEMBL ID,Receptor,Species,Purchasable,No. records,Assay type,Min.,Average,Max.,Unit,Mol. weight,Rot. Bonds,H don,H acc,LogP,Smiles,,,,,
10020353,13746,8,None,12022,2,Human,9.9,pEC50,=,9.9,Functional,AgonistactivityathumandopamineD1receptorexpressedinCHOK1cellsassessedasreversalofRo20-1724mediateddecreaseincAMPaccumulationafter60minsbyluminescenceassayAgonistactivityathumandopamineD1receptorexpressedinCHOK1cellsassessedasreversalofRo20-1724mediateddecreaseincAMPaccumulationafter60minsbyluminescenceassay,ChEMBL,343,3,2,3,4.2,C=CCN1CCc2c(cc(O)c(O)c2Cl)C(c2cccc(C)c2)C1,10.1021/acs.jmedchem.8b00435
CHEMBL1196161,13746,8,None,12022,2,Human,9.9,pEC50,=,9.9,Functional,AgonistactivityathumandopamineD1receptorexpressedinCHOK1cellsassessedasreversalofRo20-1724mediateddecreaseincAMPaccumulationafter60minsbyluminescenceassayAgonistactivityathumandopamineD1receptorexpressedinCHOK1cellsassessedasreversalofRo20-1724mediateddecreaseincAMPaccumulationafter60minsbyluminescenceassay,ChEMBL,343,3,2,3,4.2,C=CCN1CCc2c(cc(O)c(O)c2Cl)C(c2cccc(C)c2)C1,10.1021/acs.jmedchem.8b00435
CHEMBL556024,13746,8,None,12022,2,Human,9.9,pEC50,=,9.9,Functional,AgonistactivityathumandopamineD1receptorexpressedinCHOK1cellsassessedasreversalofRo20-1724mediateddecreaseincAMPaccumulationafter60minsbyluminescenceassayAgonistactivityathumandopamineD1receptorexpressedinCHOK1cellsassessedasreversalofRo20-1724mediateddecreaseincAMPaccumulationafter60minsbyluminescenceassay,ChEMBL,343,3,2,3,4.2,C=CCN1CCc2c(cc(O)c(O)c2Cl)C(c2cccc(C)c2)C1,10.1021/acs.jmedchem.8b00435
133538,3532,15,None,-,1,Human,9.7,pEC50,=,9.7,Functional,AgonistactivityathumandopamineD1receptorexpressedinCHOK1cellsassessedasreversalofRo20-1724mediateddecreaseincAMPaccumulationafter60minsbyluminescenceassayAgonistactivityathumandopamineD1receptorexpressedinCHOK1cellsassessedasreversalofRo20-1724mediateddecreaseincAMPaccumulationafter60minsbyluminescenceassay,ChEMBL,317,1,2,3,3.7,CN1CCc2c(C(C1)c1cccc(c1)C)cc(c(c2Cl)O)O,10.1021/acs.jmedchem.8b00435
8443,3532,15,None,-,1,Human,9.7,pEC50,=,9.7,Functional,AgonistactivityathumandopamineD1receptorexpressedinCHOK1cellsassessedasreversalofRo20-1724mediateddecreaseincAMPaccumulationafter60minsbyluminescenceassayAgonistactivityathumandopamineD1receptorexpressedinCHOK1cellsassessedasreversalofRo20-1724mediateddecreaseincAMPaccumulationafter60minsbyluminescenceassay,ChEMBL,317,1,2,3,3.7,CN1CCc2c(C(C1)c1cccc(c1)C)cc(c(c2Cl)O)O,10.1021/acs.jmedchem.8b00435
CHEMBL574558,3532,15,None,-,1,Human,9.7,pEC50,=,9.7,Functional,AgonistactivityathumandopamineD1receptorexpressedinCHOK1cellsassessedasreversalofRo20-1724mediateddecreaseincAMPaccumulationafter60minsbyluminescenceassayAgonistactivityathumandopamineD1receptorexpressedinCHOK1cellsassessedasreversalofRo20-1724mediateddecreaseincAMPaccumulationafter60minsbyluminescenceassay,ChEMBL,317,1,2,3,3.7,CN1CCc2c(C(C1)c1cccc(c1)C)cc(c(c2Cl)O)O,10.1021/acs.jmedchem.8b00435
146025713,170895,0,None,-,1,Human,9.6,pEC50,=,9.6,Functional,AgonistactivityatrecombinanthumanD1receptorexpressedinHEK29TcellsassessedasinductionofstimulatoryG-protein-mediatedcAMPaccumulationmeasuredafter15minsbyGlosensor-basedFLIPRassayAgonistactivityatrecombinanthumanD1receptorexpressedinHEK29TcellsassessedasinductionofstimulatoryG-protein-mediatedcAMPaccumulationmeasuredafter15minsbyGlosensor-basedFLIPRassay,ChEMBL,372,3,0,6,5.4,Cc1cc(Oc2nccc3ccsc23)ccc1-c1c(C)ncc2nccn12,10.1021/acs.jmedchem.9b00351
CHEMBL4465393,170895,0,None,-,1,Human,9.6,pEC50,=,9.6,Functional,AgonistactivityatrecombinanthumanD1receptorexpressedinHEK29TcellsassessedasinductionofstimulatoryG-protein-mediatedcAMPaccumulationmeasuredafter15minsbyGlosensor-basedFLIPRassayAgonistactivityatrecombinanthumanD1receptorexpressedinHEK29TcellsassessedasinductionofstimulatoryG-protein-mediatedcAMPaccumulationmeasuredafter15minsbyGlosensor-basedFLIPRassay,ChEMBL,372,3,0,6,5.4,Cc1cc(Oc2nccc3ccsc23)ccc1-c1c(C)ncc2nccn12,10.1021/acs.jmedchem.9b00351
146025713,170895,0,None,-,1,Human,9.6,pEC50,=,9.6,Functional,AgonistactivityatrecombinanthumanD1receptorexpressedinHEK29TcellsassessedasinductionofstimulatoryG-protein-mediatedcAMPaccumulationmeasuredafter15minsbyGlosensor-basedFLIPRassayAgonistactivityatrecombinanthumanD1receptorexpressedinHEK29TcellsassessedasinductionofstimulatoryG-protein-mediatedcAMPaccumulationmeasuredafter15minsbyGlosensor-basedFLIPRassay,ChEMBL,372,3,0,6,5.4,Cc1cc(Oc2nccc3ccsc23)ccc1-c1c(C)ncc2nccn12,10.1021/acs.jmedchem.9b00351
CHEMBL4465393,170895,0,None,-,1,Human,9.6,pEC50,=,9.6,Functional,AgonistactivityatrecombinanthumanD1receptorexpressedinHEK29TcellsassessedasinductionofstimulatoryG-protein-mediatedcAMPaccumulationmeasuredafter15minsbyGlosensor-basedFLIPRassayAgonistactivityatrecombinanthumanD1receptorexpressedinHEK29TcellsassessedasinductionofstimulatoryG-protein-mediatedcAMPaccumulationmeasuredafter15minsbyGlosensor-basedFLIPRassay,ChEMBL,372,3,0,6,5.4,Cc1cc(Oc2nccc3ccsc23)ccc1-c1c(C)ncc2nccn12,10.1021/acs.jmedchem.9b00351
