ChEMBL ID,Receptor,Species,Purchasable,No. records,Assay type,Min.,Average,Max.,Unit,Mol. weight,Rot. Bonds,H don,H acc,LogP,Smiles,,,,,
10017117,103558,0,None,-,0,Human,7,pKi,=,7,Functional,AntagonistactivityathumanhistamineH3receptorexpressedinCHOK1cellsassessedasinhibitionofGTPgammaSbindingbyscintillationproximityassayAntagonistactivityathumanhistamineH3receptorexpressedinCHOK1cellsassessedasinhibitionofGTPgammaSbindingbyscintillationproximityassay,ChEMBL,290,5,1,4,1.5,c1cc2c(cc1OCCCN1CCOCC1)CCNCC2,10.1016/j.bmcl.2013.09.089
10021441,103383,0,None,-,0,Human,9.6,pKi,=,9.6,Functional,AntagonistactivityathumanhistamineH3receptorexpressedinCHOK1cellsassessedasinhibitionofGTPgammaSbindingAntagonistactivityathumanhistamineH3receptorexpressedinCHOK1cellsassessedasinhibitionofGTPgammaSbinding,ChEMBL,360,4,1,4,4.2,c1cc(-c2ccc(Oc3ccc4c(c3)CCN(C3CCC3)CC4)nc2)[nH]n1,10.1016/j.bmcl.2013.09.090
10037650,5114,0,None,-47,2,Human,5,pEC50,=,5,Functional,AgonistactivityathumanhistamineH3receptorexpressedinhumanSK-N-MCcellsbyCRE-betagalactosidasereportergeneassayAgonistactivityathumanhistamineH3receptorexpressedinhumanSK-N-MCcellsbyCRE-betagalactosidasereportergeneassay,ChEMBL,248,3,3,4,0.3,C/N=C(\NC#N)NC[C@@H]1CC[C@H](c2c[nH]cn2)O1,10.1016/j.bmcl.2010.10.041
10037650,5114,0,None,-47,2,Human,5,pEC50,=,5,Functional,Inhibitionoftheforskolin-stimulatedcAMPproductioninSK-N-MCcellsexpressinghumanHistamineH3receptorInhibitionoftheforskolin-stimulatedcAMPproductioninSK-N-MCcellsexpressinghumanHistamineH3receptor,ChEMBL,248,3,3,4,0.3,C/N=C(\NC#N)NC[C@@H]1CC[C@H](c2c[nH]cn2)O1,10.1021/jm0300025
10045080,103403,0,None,-,0,Human,9.8,pKi,=,9.8,Functional,AntagonistactivityathumanhistamineH3receptorexpressedinCHOK1cellsassessedasinhibitionofGTPgammaSbindingAntagonistactivityathumanhistamineH3receptorexpressedinCHOK1cellsassessedasinhibitionofGTPgammaSbinding,ChEMBL,376,4,0,6,4.2,Cc1nnc(-c2ccc(Oc3ccc4c(c3)CCN(C3CCC3)CC4)nc2)o1,10.1016/j.bmcl.2013.09.090
10045991,103393,0,None,-,0,Human,9.5,pKi,=,9.5,Functional,AntagonistactivityathumanhistamineH3receptorexpressedinCHOK1cellsassessedasinhibitionofGTPgammaSbindingAntagonistactivityathumanhistamineH3receptorexpressedinCHOK1cellsassessedasinhibitionofGTPgammaSbinding,ChEMBL,391,4,0,4,4.3,O=C1CCCCN1c1ccc(Oc2ccc3c(c2)CCN(C2CCC2)CC3)nc1,10.1016/j.bmcl.2013.09.090
10065106,103564,0,None,-,0,Human,9.1,pKi,=,9.1,Functional,AntagonistactivityathumanhistamineH3receptorexpressedinCHOK1cellsassessedasinhibitionofGTPgammaSbindingbyscintillationproximityassayAntagonistactivityathumanhistamineH3receptorexpressedinCHOK1cellsassessedasinhibitionofGTPgammaSbindingbyscintillationproximityassay,ChEMBL,328,6,0,3,3.4,c1cc2c(cc1OCCN1CCCCC1)CCN(CC1CC1)CC2,10.1016/j.bmcl.2013.09.089
10067368,103561,0,None,-,0,Human,8,pKi,=,8,Functional,AntagonistactivityathumanhistamineH3receptorexpressedinCHOK1cellsassessedasinhibitionofGTPgammaSbindingbyscintillationproximityassayAntagonistactivityathumanhistamineH3receptorexpressedinCHOK1cellsassessedasinhibitionofGTPgammaSbindingbyscintillationproximityassay,ChEMBL,364,6,0,3,4.5,c1ccc(N2CCc3ccc(OCCCN4CCCCC4)cc3CC2)cc1,10.1016/j.bmcl.2013.09.089
10088337,103546,0,None,-,0,Human,8,pKi,=,8,Functional,AntagonistactivityathumanhistamineH3receptorexpressedinCHOK1cellsassessedasinhibitionofGTPgammaSbindingbyscintillationproximityassayAntagonistactivityathumanhistamineH3receptorexpressedinCHOK1cellsassessedasinhibitionofGTPgammaSbindingbyscintillationproximityassay,ChEMBL,335,4,0,2,5,c1ccc(COc2ccc3c(c2)CCN(C2CCCCC2)CC3)cc1,10.1016/j.bmcl.2013.09.089
10093180,103405,0,None,-,0,Human,9,pKi,=,9,Functional,AntagonistactivityathumanhistamineH3receptorexpressedinCHOK1cellsassessedasinhibitionofGTPgammaSbindingAntagonistactivityathumanhistamineH3receptorexpressedinCHOK1cellsassessedasinhibitionofGTPgammaSbinding,ChEMBL,413,3,0,4,2.9,O=C(N1CCOCC1)N1CCC(Oc2ccc3c(c2)CCN(C2CCC2)CC3)CC1,10.1016/j.bmcl.2013.09.090
10093180,103405,0,None,-,0,Human,9,pKi,=,9,Functional,AntagonistactivityathumanhistamineH3receptorexpressedinCHOK1cellsassessedasinhibitionofGTPgammaSbindingbyscintillationproximityassayAntagonistactivityathumanhistamineH3receptorexpressedinCHOK1cellsassessedasinhibitionofGTPgammaSbindingbyscintillationproximityassay,ChEMBL,413,3,0,4,2.9,O=C(N1CCOCC1)N1CCC(Oc2ccc3c(c2)CCN(C2CCC2)CC3)CC1,10.1016/j.bmcl.2013.09.089
10106063,108688,2,None,-40,2,Human,5.5,pEC50,=,5.5,Functional,AgonistactivityathumanhistamineH3receptorexpressedinhumanSK-N-MCcellsbyCRE-betagalactosidasereportergeneassayAgonistactivityathumanhistamineH3receptorexpressedinhumanSK-N-MCcellsbyCRE-betagalactosidasereportergeneassay,ChEMBL,248,3,3,4,0.3,C/N=C(\NC#N)NC[C@H]1CC[C@H](c2c[nH]cn2)O1,10.1016/j.bmcl.2010.10.041
10106063,108688,2,None,-40,2,Human,5.5,pEC50,=,5.5,Functional,Inhibitionoftheforskolin-stimulatedcAMPproductioninSK-N-MCcellsexpressinghumanHistamineH3receptorInhibitionoftheforskolin-stimulatedcAMPproductioninSK-N-MCcellsexpressinghumanHistamineH3receptor,ChEMBL,248,3,3,4,0.3,C/N=C(\NC#N)NC[C@H]1CC[C@H](c2c[nH]cn2)O1,10.1021/jm0300025
10109296,188826,1,None,-,0,Human,8.3,pKi,=,8.3,Functional,AntagonistactivityathumanhistamineH3receptorAntagonistactivityathumanhistamineH3receptor,ChEMBL,362,7,0,3,5.4,CCc1c(-c2ccc(OCCCN3CCCCC3)cc2)cc2ccccn12,10.1016/j.ejmech.2011.08.042
10114059,101099,1,None,-,0,Human,7.4,pKi,=,7.4,Functional,AntagonistactivityathumanhistamineH3receptorAntagonistactivityathumanhistamineH3receptor,ChEMBL,438,9,0,3,6.6,c1ccc(CCc2c(-c3ccc(OCCCN4CCCCC4)cc3)cn3ccccc23)cc1,10.1016/j.ejmech.2011.08.042
10131681,19165,1,None,-,1,Human,9.6,pKd,=,9.6,Functional,Histamine-inducedinhibitionofforskolin-stimulatedcAMPaccumulationinSK-N-MCcellsoverexpressingthehumanHistamineH3receptorHistamine-inducedinhibitionofforskolin-stimulatedcAMPaccumulationinSK-N-MCcellsoverexpressingthehumanHistamineH3receptor,ChEMBL,332,7,1,4,2.9,OC1CCN(Cc2ccc(OCCCN3CCCCC3)cc2)CC1,10.1021/jm030185v
10132505,187626,1,None,-,0,Human,7.8,pKi,=,7.8,Functional,AntagonistactivityathumanhistamineH3receptorAntagonistactivityathumanhistamineH3receptor,ChEMBL,348,6,0,3,5.2,Cc1c(-c2ccc(OCCCN3CCCCC3)cc2)cn2ccccc12,10.1016/j.ejmech.2011.08.042
10132506,189308,0,None,-,0,Human,7.4,pKi,=,7.4,Functional,AntagonistactivityathumanhistamineH3receptorAntagonistactivityathumanhistamineH3receptor,ChEMBL,348,6,0,3,5.2,Cc1cccn2cc(-c3ccc(OCCCN4CCCCC4)cc3)cc12,10.1016/j.ejmech.2011.08.042
10134089,183229,0,None,-,0,Human,9.3,pKd,=,9.3,Functional,AntagonistactivityathumanhistamineH3receptorAntagonistactivityathumanhistamineH3receptor,ChEMBL,375,6,0,5,3.8,CC(C)N1CCC(COc2ncc(C(=O)c3ccc(Cl)cc3)n2C)CC1,10.1016/j.bmcl.2008.11.114
10155386,183116,0,None,-,0,Human,9.5,pKd,=,9.5,Functional,AntagonistactivityathumanhistamineH3receptorAntagonistactivityathumanhistamineH3receptor,ChEMBL,359,6,0,5,3.3,CC(C)N1CCC(COc2ncc(C(=O)c3ccc(F)cc3)n2C)CC1,10.1016/j.bmcl.2008.11.114
