ChEMBL ID,Receptor,Species,Purchasable,No. records,Assay type,Min.,Average,Max.,Unit,Mol. weight,Rot. Bonds,H don,H acc,LogP,Smiles,,,,,
129456,202794,11,None,8,2,Human,10.4,pEC50,=,10.4,Functional,Invitronegativechronotropiceffectonelectricallydrivenguineapigatria(mediatedbyMuscarinicM2receptor)Invitronegativechronotropiceffectonelectricallydrivenguineapigatria(mediatedbyMuscarinicM2receptor),ChEMBL,179,1,0,4,0.8,Cc1noc(C2CN3CCC2C3)n1,10.1021/jm00083a016
CHEMBL92421,202794,11,None,8,2,Human,10.4,pEC50,=,10.4,Functional,Invitronegativechronotropiceffectonelectricallydrivenguineapigatria(mediatedbyMuscarinicM2receptor)Invitronegativechronotropiceffectonelectricallydrivenguineapigatria(mediatedbyMuscarinicM2receptor),ChEMBL,179,1,0,4,0.8,Cc1noc(C2CN3CCC2C3)n1,10.1021/jm00083a016
10104167,2006,1,None,-1,3,Human,9.6,pEC50,=,9.6,Functional,AgonistactivityathumanrecombinantmuscarinicM2receptorco-expressedwithGalphaqi5-HAinAfricangreenmonkeyCOS7cellsassessedasIPaccumulationafter2hrsinpresenceofmyo-[3H]inositolbyliquidscintillationcountingmethodAgonistactivityathumanrecombinantmuscarinicM2receptorco-expressedwithGalphaqi5-HAinAfricangreenmonkeyCOS7cellsassessedasIPaccumulationafter2hrsinpresenceofmyo-[3H]inositolbyliquidscintillationcountingmethod,ChEMBL,197,2,0,3,0.4,C[N+](CC#CCOC1=NOCC1)(C)C,10.1021/acs.jmedchem.7b01113
6937,2006,1,None,-1,3,Human,9.6,pEC50,=,9.6,Functional,AgonistactivityathumanrecombinantmuscarinicM2receptorco-expressedwithGalphaqi5-HAinAfricangreenmonkeyCOS7cellsassessedasIPaccumulationafter2hrsinpresenceofmyo-[3H]inositolbyliquidscintillationcountingmethodAgonistactivityathumanrecombinantmuscarinicM2receptorco-expressedwithGalphaqi5-HAinAfricangreenmonkeyCOS7cellsassessedasIPaccumulationafter2hrsinpresenceofmyo-[3H]inositolbyliquidscintillationcountingmethod,ChEMBL,197,2,0,3,0.4,C[N+](CC#CCOC1=NOCC1)(C)C,10.1021/acs.jmedchem.7b01113
CHEMBL3121473,2006,1,None,-1,3,Human,9.6,pEC50,=,9.6,Functional,AgonistactivityathumanrecombinantmuscarinicM2receptorco-expressedwithGalphaqi5-HAinAfricangreenmonkeyCOS7cellsassessedasIPaccumulationafter2hrsinpresenceofmyo-[3H]inositolbyliquidscintillationcountingmethodAgonistactivityathumanrecombinantmuscarinicM2receptorco-expressedwithGalphaqi5-HAinAfricangreenmonkeyCOS7cellsassessedasIPaccumulationafter2hrsinpresenceofmyo-[3H]inositolbyliquidscintillationcountingmethod,ChEMBL,197,2,0,3,0.4,C[N+](CC#CCOC1=NOCC1)(C)C,10.1021/acs.jmedchem.7b01113
CHEMBL1223804,15871,0,None,-251,5,Human,7.0,pEC50,=,7,Functional,AgonistactivityathumanmuscarinicM2receptorexpressedinCHOcellsco-expressingGqi5chimericG-proteinassessedaseffectoncalciummobilizationbyFLIPRassayAgonistactivityathumanmuscarinicM2receptorexpressedinCHOcellsco-expressingGqi5chimericG-proteinassessedaseffectoncalciummobilizationbyFLIPRassay,ChEMBL,370,4,0,3,4.1,CCO[C@H]1CC[C@](C)(N2CCC(N3C(=O)Cc4ccc(C)cc43)CC2)CC1,10.1016/j.bmcl.2010.07.097
137630848,160422,0,None,-,1,Human,5.0,pEC50,=,5,Functional,AgonistactivityathumanrecombinantmuscarinicM2receptorco-expressedwithGalphaqi5-HAinAfricangreenmonkeyCOS7cellsassessedasIPaccumulationafter2hrsinpresenceofmyo-[3H]inositolbyliquidscintillationcountingmethodAgonistactivityathumanrecombinantmuscarinicM2receptorco-expressedwithGalphaqi5-HAinAfricangreenmonkeyCOS7cellsassessedasIPaccumulationafter2hrsinpresenceofmyo-[3H]inositolbyliquidscintillationcountingmethod,ChEMBL,213,3,0,3,1.5,C[N+]1(C)CCC(OCc2nccs2)C1,10.1021/acs.jmedchem.7b01113
CHEMBL4061390,160422,0,None,-,1,Human,5.0,pEC50,=,5,Functional,AgonistactivityathumanrecombinantmuscarinicM2receptorco-expressedwithGalphaqi5-HAinAfricangreenmonkeyCOS7cellsassessedasIPaccumulationafter2hrsinpresenceofmyo-[3H]inositolbyliquidscintillationcountingmethodAgonistactivityathumanrecombinantmuscarinicM2receptorco-expressedwithGalphaqi5-HAinAfricangreenmonkeyCOS7cellsassessedasIPaccumulationafter2hrsinpresenceofmyo-[3H]inositolbyliquidscintillationcountingmethod,ChEMBL,213,3,0,3,1.5,C[N+]1(C)CCC(OCc2nccs2)C1,10.1021/acs.jmedchem.7b01113
CHEMBL4117131,160422,0,None,-,1,Human,5.0,pEC50,=,5,Functional,AgonistactivityathumanrecombinantmuscarinicM2receptorco-expressedwithGalphaqi5-HAinAfricangreenmonkeyCOS7cellsassessedasIPaccumulationafter2hrsinpresenceofmyo-[3H]inositolbyliquidscintillationcountingmethodAgonistactivityathumanrecombinantmuscarinicM2receptorco-expressedwithGalphaqi5-HAinAfricangreenmonkeyCOS7cellsassessedasIPaccumulationafter2hrsinpresenceofmyo-[3H]inositolbyliquidscintillationcountingmethod,ChEMBL,213,3,0,3,1.5,C[N+]1(C)CCC(OCc2nccs2)C1,10.1021/acs.jmedchem.7b01113
10386,160474,10,None,-,1,Human,5.0,pEC50,=,5,Functional,AgonistactivityathumanrecombinantmuscarinicM2receptorco-expressedwithGalphaqi5-HAinAfricangreenmonkeyCOS7cellsassessedasIPaccumulationafter2hrsinpresenceofmyo-[3H]inositolbyliquidscintillationcountingmethodAgonistactivityathumanrecombinantmuscarinicM2receptorco-expressedwithGalphaqi5-HAinAfricangreenmonkeyCOS7cellsassessedasIPaccumulationafter2hrsinpresenceofmyo-[3H]inositolbyliquidscintillationcountingmethod,ChEMBL,180,3,1,1,1.6,C[N+](C)(C)CCc1cccc(O)c1,10.1021/acs.jmedchem.7b01113
